ID,Chapter,Verse,EngMeaning,clean_text
BG3.19,3,19,"3.19 Therefore without attachment, do thou always perform action which should be done; for by performing action without attachment man reaches the Supreme.",therefore without attachment thou always perform action done performing action without attachment man reaches supreme
BG3.20,3,20,3.20 Janaka and others attained perfection verily by action only; even with a view to the protection of the masses thou shouldst perform action.,janaka others attained perfection verily action even view protection masses thou shouldst perform action
BG3.21,3,21,"3.21 Whatsoever a great man does, that the other men also do; whatever he sets up as the standard, that the world (mankind) follows.",whatsoever great man men also whatever sets standard world mankind follows
BG3.22,3,22,"3.22 There is nothing in the three worlds, O Arjuna, that should be done by Me, nor is there anything unattained that should be attained; yet I engage Myself in action.",nothing three worlds arjuna done anything unattained attained yet engage action
BG3.23,3,23,"3.23 For, should I not ever engage Myself in action, unwearied, men would in every way follow My path, O Arjuna.",ever engage action unwearied men would every way follow path arjuna
BG3.24,3,24,3.24 These worlds would perish if I did not perform action; I should be the author of confusion of castes and destruction of these beings.,worlds would perish perform action author confusion castes destruction beings
BG3.25,3,25,"3.25 As the ignorant men act from attachment to action, O Bharata (Arjuna), so should the wise act without attachment, wishing the welfare of the world.",ignorant men act attachment action bharata arjuna wise act without attachment wishing welfare world
BG3.26,3,26,"3.26 Let no wise man unsettle the mind of ignorant people who are attached to action; he should engage them in all actions, himself fulfilling them with devotion.",let wise man unsettle mind ignorant people attached action engage actions fulfilling devotion
BG3.27,3,27,"3.27 All actions are wrought in all cases by the alities of Nature only. He whose mind is deluded by egoism thinks, ""I am the doer.""",actions wrought cases alities nature whose mind deluded egoism thinks doer
BG3.28,3,28,"3.28 But he who knows the Truth, O mighty-armed (Arjuna), about the divisions of the alities and (their) functions, knowing that the Gunas as senses move amidst the Gunas as the sense-objects, is not attached.",knows truth mighty armed arjuna divisions alities functions knowing gunas senses move amidst gunas sense objects attached
BG3.29,3,29,3.29 Those deluded by the alities of Nature are attached to the functions of the alities. The man of perfect knowledge should not unsettle the foolish one who is of imperfect knowledge.,deluded alities nature attached functions alities man perfect knowledge unsettle foolish one imperfect knowledge
BG3.30,3,30,"3.30 Renouncing all actions in Me, with the mind centred in the Self, free from hope and egoism, and from (mental) fever, do thou fight.",renouncing actions mind centred self free hope egoism mental fever thou fight
BG3.31,3,31,"3.31 Those men who constantly practise this teaching of Mine with faith and without cavilling, they too are freed from actions.",men constantly practise teaching mine faith without cavilling freed actions
BG3.32,3,32,"3.32 But those who carp at My teaching and do not practise it, deluded of all knowledge, and devoid of discrimination, know them to be doomed to destruction.",carp teaching practise deluded knowledge devoid discrimination know doomed destruction
BG3.33,3,33,"3.33 Even a wise man acts in accordance with his own nature; beings will follow Nature; what can 
restraint do?",even wise man acts accordance nature beings follow nature restraint
BG3.34,3,34,"3.34 Attachment and aversion for the objects of the senses abide in the senses; let none come under their sway; for, they are his foes.",attachment aversion objects senses abide senses let none come sway foes
BG3.35,3,35,"3.35 Better is one's own duty, though devoid of merit than the duty of another well discharged. Better is death in one's own duty; the duty of another is fraught with fear (is productive of danger).",better one duty though devoid merit duty another well discharged better death one duty duty another fraught fear productive danger
BG3.36,3,36,"3.36 Arjuna said  But impelled by what does man commit sin, though against his wishes, O Varshneya (Krishna), constrained as it were, by force?",arjuna said impelled man commit sin though wishes varshneya krishna constrained force
BG3.37,3,37,"3.37 The Blessed Lord said  It is desire, it is anger both of the ality of Rajas, all-devouring, all-sinful; know this as the foe here (in this world).",blessed lord said desire anger ality rajas devouring sinful know foe world
BG3.38,3,38,"3.38 As fire is enveloped by smoke, as a mirror by dust, and as an embryo by the amnion, so is this enveloped by that.",fire enveloped smoke mirror dust embryo amnion enveloped
BG3.39,3,39,"3.39 O Arjuna, wisdom is enveloped by this constant enemy of the wise in the form of desire, which is unappeasable as fire.",arjuna wisdom enveloped constant enemy wise form desire unappeasable fire
BG3.40,3,40,"3.40 The senses, the mind and the intellect are said to be its seat; through these it deludes the embodied by veiling his wisdom.",senses mind intellect said seat deludes embodied veiling wisdom
BG3.41,3,41,"3.41 Therefore, O best of the Bharatas (Arjuna), controlling the senses first, do thou kill this sinful thing, the destroyer of knowledge and realisation.",therefore best bharatas arjuna controlling senses first thou kill sinful thing destroyer knowledge realisation
BG3.42,3,42,3.42 They say that the senses are superior (to the body); superior to the senses is the mind; superior to the mind is the intellect; one who is superior even to the intellect is He (the Self).,say senses superior body superior senses mind superior mind intellect one superior even intellect self
BG3.43,3,43,"3.43 Thus knowing Him Who is superior to the intellect and restraining the self by the Self, slay thou, O mighty-armed Arjuna, the enemy in the form of desire, hard to coner.",thus knowing superior intellect restraining self self slay thou mighty armed arjuna enemy form desire hard coner
BG4.1,4,1,4.1 The Blessed Lord said  I taught this imperishable Yoga to Vivasvan; he told it to Manu; Manu proclaimed it to Ikshvaku.,blessed lord said taught imperishable yoga vivasvan told manu manu proclaimed ikshvaku
BG4.2,4,2,"4.2 This, handed down thus in regular succession, the royal sages knew. This Yoga, by long lapse of time, has been lost here, O Parantapa (burner of the foes).",handed thus regular succession royal sages knew yoga long lapse time lost parantapa burner foes
BG4.3,4,3,"4.3 That same ancient Yoga has been today taught to thee by Me, for thou art My devotee and My friend; it is the supreme secret.",ancient yoga today taught thee thou art devotee friend supreme secret
BG4.4,4,4,"4.4 Arjuna said  Later on was Thy birth, and prior to it was the birth of Vivasvan (the Sun); how am I to understand that Thou taughtest this Yoga in the beginning?",arjuna said later thy birth prior birth vivasvan sun understand thou taughtest yoga beginning
BG4.5,4,5,"4.5 The Blessed Lord said  Many births of Mine have passed as well as of thine, O Arjuna; I know them all but thou knowest not, O Parantapa (scorcher of foes).",blessed lord said many births mine passed well thine arjuna know thou knowest parantapa scorcher foes
BG4.6,4,6,"4.6 Though I am unborn, of imperishable nature, and though I am the Lord of all beings, yet, governing My own Nature, I am born by My own Maya.",though unborn imperishable nature though lord beings yet governing nature born maya
BG4.7,4,7,"4.7 Whenever there is decline of righteousness, O Arjuna, and rise of unrighteousness, then I manifest Myself.",whenever decline righteousness arjuna rise unrighteousness manifest
BG4.8,4,8,"4.8 For the protection of the good, for the destruction of the wicked and for the establishment of righteousness, I am born in every age.",protection good destruction wicked establishment righteousness born every age
BG4.9,4,9,"4.9 He who thus know, in their true light, My divine birth and action, having abandoned the body, is not born again, he comes to Me, O Arjuna.",thus know true light divine birth action abandoned body born comes arjuna
BG4.10,4,10,"4.10 Freed from attachment, fear and anger, absorbed in Me, taking refuge in Me, purified by the fire of knowledge, many have attained to My Being.",freed attachment fear anger absorbed taking refuge purified fire knowledge many attained
BG4.11,4,11,"4.11 In whatever way men approach Me even so do I reward them; My path do men tread in all ways, O Arjuna.",whatever way men approach even reward path men tread ways arjuna
BG4.12,4,12,4.12 Those who long for success in action in this world sacrifice to the gods; because success is ickly attained by men through action.,long success action world sacrifice gods success ickly attained men action
